A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	XR kb3     	29.679   	   	       	   	3.72      	14  	0.00110    	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	XR kb1     	29.726   	   	       	   	7.2       	3   	0.00213    	8  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	XR kb2     	30.393   	   	       	   	2.02      	8   	6.13E-4    	23 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	116.62   	6  	       	   	0.45      	3   	5.2E-4     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	153.59   	3  	       	   	66        	3   	0.102      	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	164.34   	5  	       	   	1.30      	5   	0.00213    	9  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	241.78   	8  	       	   	0.059     	13  	1.4E-4     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	270.53   	4  	       	   	28.0      	4   	0.0756     	11 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	395.42   	6  	       	   	0.33      	3   	0.00131    	10 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	Annihil.   	511.0    	   	       	   	0.74      	6   	           	   
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	700.33   	8  	       	   	0.46      	5   	0.0032     	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	777.91   	19 	       	   	0.07      	4   	5.E-4      	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	818.80   	17 	       	   	0.11      	3   	8.7E-4     	22 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	859.68   	9  	       	   	0.159     	20  	0.00136    	17 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	871.46   	13 	       	   	0.38      	3   	0.0033     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	912.60   	5  	       	   	6.24      	8   	0.0569     	8  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	917.6    	3  	       	   	0.09      	4   	8.E-4      	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	942.21   	6  	       	   	5.08      	6   	0.0479     	6  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	952.82   	15 	       	   	0.09      	4   	8.E-4      	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	970.91   	15 	       	   	0.23      	3   	0.0022     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	972.8    	   	       	   	0.10      	7   	1.0E-3     	6  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	976.37   	7  	       	   	2.71      	7   	0.0265     	7  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	979.29   	7  	       	   	3.01      	7   	0.0295     	7  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1013.20  	8  	       	   	1.7       	3   	0.017      	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1013.20  	8  	       	   	0.9       	6   	0.009      	6  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1048.44  	6  	       	   	3.19      	5   	0.0334     	5  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1081.35  	10 	       	   	1.59      	3   	0.0172     	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1095.75  	10 	       	   	2.23      	3   	0.0245     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1111.2   	8  	       	   	0.011     	9   	1.2E-4     	10 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1136.75  	7  	       	   	7.65      	7   	0.0869     	8  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1212.73  	7  	       	   	66.1      	    	0.802      	   
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1249.65  	17 	       	   	0.173     	13  	0.00216    	16 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1255.64  	24 	       	   	0.015     	8   	1.9E-4     	10 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1312.01  	17 	       	   	0.122     	14  	0.00160    	18 
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1366.39  	14 	       	   	1.064     	20  	0.0145     	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1859.0   	5  	       	   	0.14      	4   	0.0026     	7  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	1955.45  	20 	       	   	0.013     	13  	3.E-4      	3  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	2013.2   	4  	       	   	0.317     	20  	0.0064     	4  
119	TE     	52	67 	260.96     	5   	11/2-     	EC      	4.70 D 4      	406080            	119SB   	G        	           	2089.57  	12 	       	   	4.68      	6   	0.0978     	12 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR l       	3.6      	   	       	   	7.4       	4   	2.66E-4    	13 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR ka2     	26.111   	   	       	   	21.6      	9   	0.00565    	23 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR ka1     	26.359   	   	       	   	39.9      	16  	0.0105     	4  
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR kb3     	29.679   	   	       	   	3.65      	15  	0.00108    	4  
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR kb1     	29.726   	   	       	   	7.0       	3   	0.00209    	8  
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	XR kb2     	30.393   	   	       	   	1.98      	8   	6.02E-4    	24 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	           	37.138   	10 	       	   	0.120     	3   	4.45E-5    	13 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	           	65.548   	13 	       	   	0.260     	10  	1.70E-4    	7  
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	           	470.472  	13 	       	   	1.41      	4   	0.00662    	19 
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	           	507.591  	11 	       	   	17.7      	5   	0.090      	3  
121	TE     	52	69 	0.0        	    	1/2+      	EC      	19.17 D 4     	1656288.0000000002	121SB   	G        	           	573.139  	11 	       	   	80.4      	22  	0.461      	13 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR l       	3.6      	   	       	   	1.56      	14  	5.6E-5     	5  
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR l       	3.77     	   	       	   	6.9       	3   	2.60E-4    	11 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR ka2     	26.111   	   	       	   	4.6       	4   	0.00120    	12 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR ka1     	26.359   	   	       	   	8.5       	8   	0.00223    	21 
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR ka2     	27.202   	   	       	   	10.2      	3   	0.00276    	8  
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR ka1     	27.472   	   	       	   	18.8      	5   	0.00516    	15 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR kb3     	29.679   	   	       	   	0.77      	7   	2.30E-4    	22 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR kb1     	29.726   	   	       	   	1.49      	14  	4.4E-4     	4  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	XR kb2     	30.393   	   	       	   	0.42      	4   	1.28E-4    	12 
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR kb3     	30.944   	   	       	   	1.73      	5   	5.36E-4    	15 
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR kb1     	30.995   	   	       	   	3.34      	9   	0.00103    	3  
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	XR kb2     	31.704   	   	       	   	0.96      	3   	3.05E-4    	8  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	37.138   	10 	       	   	0.94      	13  	3.5E-4     	5  
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	           	81.788   	15 	       	   	0.0510    	6   	4.17E-5    	5  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	103.85   	8  	       	   	9.E-4     	3   	9.E-7      	3  
121	TE     	52	69 	293.974    	22  	11/2-     	IT      	164.2 D 8     	1.419E7           	121TE   	G        	           	212.189  	27 	       	   	81.5      	    	0.1730     	   
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	Annihil.   	511.0    	   	       	   	0.0022    	12  	           	   
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	909.847  	18 	       	   	0.070     	7   	6.4E-4     	7  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	946.989  	18 	       	   	0.0082    	9   	7.8E-5     	8  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	998.291  	11 	       	   	0.080     	8   	7.9E-4     	8  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	1024.00  	25 	       	   	8.E-5     	4   	8.E-7      	4  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	1035.40  	10 	       	   	5.6E-4    	25  	6.E-6      	3  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	1102.149 	18 	       	   	2.5       	3   	0.028      	3  
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	1107.60  	18 	       	   	4.0E-4    	16  	4.4E-6     	18 
121	TE     	52	69 	293.991    	22  	11/2-     	EC      	164.2 D 8     	1.419E7           	121SB   	G        	           	1144.65  	4  	       	   	0.00108   	12  	1.23E-5    	14 
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR l       	3.77     	   	       	   	8.7       	4   	3.29E-4    	16 
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR ka2     	27.202   	   	       	   	14.5      	6   	0.00395    	15 
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR ka1     	27.472   	   	       	   	26.9      	10  	0.0074     	3  
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR kb3     	30.944   	   	       	   	2.48      	9   	7.7E-4     	3  
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR kb1     	30.995   	   	       	   	4.77      	18  	0.00148    	6  
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	XR kb2     	31.704   	   	       	   	1.38      	5   	4.37E-4    	16 
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	           	88.46    	3  	       	   	0.093     	3   	8.2E-5     	3  
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	           	159.00   	3  	       	   	84.3      	    	0.1340     	   
123	TE     	52	71 	247.5      	2   	11/2-     	IT      	119.2 D 3     	1.0299E7          	123TE   	G        	           	247.5    	2  	       	   	3.5E-4    	3   	8.5E-7     	8  
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR l       	3.6      	   	       	   	5.66      	21  	2.04E-4    	8  
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR ka2     	26.111   	   	       	   	0.045     	12  	1.2E-5     	3  
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR ka1     	26.359   	   	       	   	0.083     	23  	2.2E-5     	6  
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR kb3     	29.679   	   	       	   	0.0076    	21  	2.2E-6     	6  
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR kb1     	29.726   	   	       	   	0.015     	4   	4.3E-6     	12 
123	TE     	52	71 	0.0        	    	1/2+      	EC      	9.2E+16 Y GT  	2.903E24          	123SB   	G        	XR kb2     	30.393   	   	       	   	0.0041    	11  	1.2E-6     	3  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR l       	3.77     	   	       	   	15.0      	6   	5.67E-4    	24 
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR ka2     	27.202   	   	       	   	34.3      	9   	0.0093     	3  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR ka1     	27.472   	   	       	   	63.3      	17  	0.0174     	5  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR kb3     	30.944   	   	       	   	5.84      	16  	0.00181    	5  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR kb1     	30.995   	   	       	   	11.3      	3   	0.00349    	9  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	XR kb2     	31.704   	   	       	   	3.25      	8   	0.00103    	3  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	           	35.504   	15 	       	   	7.30      	7   	0.002592   	25 
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	           	109.276  	15 	       	   	0.280     	3   	3.06E-4    	3  
125	TE     	52	73 	144.775    	9   	11/2-     	IT      	57.40 D 15    	4959360           	125TE   	G        	           	144.780  	25 	       	   	3.9E-7    	    	5.6464E-10 	   
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR l       	3.94     	   	       	   	0.0116    	13  	4.6E-7     	5  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR ka2     	28.317   	   	       	   	0.030     	3   	8.6E-6     	10 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR ka1     	28.612   	   	       	   	0.056     	6   	1.59E-5    	18 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR kb3     	32.239   	   	       	   	0.0052    	6   	1.67E-6    	19 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR kb1     	32.295   	   	       	   	0.0100    	12  	3.2E-6     	4  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	XR kb2     	33.047   	   	       	   	0.0030    	3   	9.8E-7     	11 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	57.63    	8  	       	   	0.030     	4   	1.71E-5    	24 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	145.2    	1  	       	   	0.0033    	4   	4.7E-6     	6  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	172.1    	5  	       	   	3.0E-4    	20  	5.E-7      	3  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	202.9    	1  	       	   	0.058     	6   	1.18E-4    	13 
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	215.1    	1  	       	   	0.039     	4   	8.3E-5     	9  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	360.3    	1  	       	   	0.135     	14  	4.9E-4     	5  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	375.0    	4  	       	   	3.0E-4    	20  	1.1E-6     	8  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	417.9    	1  	       	   	0.99      	14  	0.0041     	6  
127	TE     	52	75 	0.0        	    	3/2+      	B-      	9.35 H 7      	33660             	127I    	G        	           	618.4    	3  	       	   	1.29E-4   	24  	8.0E-7     	15 
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR l       	3.77     	   	       	   	7.0       	3   	2.65E-4    	11 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR l       	3.94     	   	       	   	0.155     	23  	6.1E-6     	9  
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR ka2     	27.202   	   	       	   	10.4      	3   	0.00283    	8  
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR ka1     	27.472   	   	       	   	19.3      	6   	0.00529    	15 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR ka2     	28.317   	   	       	   	0.41      	7   	1.15E-4    	19 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR ka1     	28.612   	   	       	   	0.75      	12  	2.1E-4     	3  
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR kb3     	30.944   	   	       	   	1.78      	5   	5.49E-4    	16 
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR kb1     	30.995   	   	       	   	3.42      	9   	0.00106    	3  
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	XR kb2     	31.704   	   	       	   	0.99      	3   	3.13E-4    	8  
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR kb3     	32.239   	   	       	   	0.069     	11  	2.2E-5     	4  
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR kb1     	32.295   	   	       	   	0.134     	22  	4.3E-5     	7  
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	XR kb2     	33.047   	   	       	   	0.040     	6   	1.31E-5    	21 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	           	57.63    	8  	       	   	0.51      	8   	2.9E-4     	5  
127	TE     	52	75 	88.26      	8   	11/2-     	IT      	106.1 D 7     	9167040           	127TE   	G        	           	88.26    	8  	       	   	0.084     	3   	7.39E-5    	23 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	           	593.3    	1  	       	   	0.0023    	4   	1.37E-5    	21 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	           	628.6    	3  	       	   	8.6E-5    	22  	5.4E-7     	14 
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	           	651.0    	2  	       	   	2.9E-4    	10  	1.9E-6     	7  
127	TE     	52	75 	88.26      	8   	11/2-     	B-      	106.1 D 7     	9167040           	127I    	G        	           	658.9    	1  	       	   	0.0125    	19  	8.2E-5     	12 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR l       	3.94     	   	       	   	6.1       	8   	2.4E-4     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	27.81    	5  	       	   	16.3      	19  	0.0045     	5  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR ka2     	28.317   	   	       	   	0.0419    	20  	1.19E-5    	6  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR ka1     	28.612   	   	       	   	0.077     	4   	2.21E-5    	10 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR kb3     	32.239   	   	       	   	0.0072    	3   	2.32E-6    	11 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR kb1     	32.295   	   	       	   	0.0139    	6   	4.48E-6    	21 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	XR kb2     	33.047   	   	       	   	0.00411   	19  	1.36E-6    	6  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	208.96   	5  	       	   	0.180     	13  	3.8E-4     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	210.66   	19 	       	   	0.0013    	7   	2.8E-6     	15 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	242.2    	1  	       	   	1.5E-6    	8   	3.7E-9     	19 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	250.62   	5  	       	   	0.38      	3   	9.6E-4     	7  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	270.37   	6  	       	   	0.0046    	4   	1.25E-5    	12 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	278.43   	5  	       	   	0.57      	4   	0.00158    	11 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	281.26   	5  	       	   	0.165     	12  	4.6E-4     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	281.38   	20 	       	   	8.E-5     	8   	2.2E-7     	22 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	281.7    	1  	       	   	0.0015    	3   	4.3E-6     	9  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	342.54   	5  	       	   	0.0085    	9   	2.9E-5     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	342.88   	5  	       	   	0.049     	3   	1.69E-4    	11 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	382.08   	14 	       	   	6.2E-4    	23  	2.4E-6     	9  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	415.88   	14 	       	   	6.2E-4    	23  	2.6E-6     	10 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	459.60   	5  	       	   	7.7       	6   	0.035      	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	462.04   	20 	       	   	1.2E-4    	12  	5.E-7      	5  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	487.39   	5  	       	   	1.42      	10  	0.0069     	5  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	491.93   	14 	       	   	0.00116   	24  	5.7E-6     	12 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	531.83   	5  	       	   	0.088     	6   	4.7E-4     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	551.50   	5  	       	   	0.0035    	4   	1.95E-5    	25 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	551.98   	5  	       	   	0.00139   	25  	7.7E-6     	14 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	560.05   	6  	       	   	0.0061    	6   	3.4E-5     	3  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	624.34   	5  	       	   	0.097     	7   	6.1E-4     	4  
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	701.10   	16 	       	   	0.0013    	3   	9.2E-6     	22 
129	TE     	52	77 	0.0        	    	3/2+      	B-      	69.6 M 3      	4176              	129I    	G        	           	701.76   	5  	       	   	4.6E-5    	8   	3.2E-7     	6  
